Provinsi di Indonesia,
,Upah Minimum Provinsi (UMP) per Bulan Menurut Provinsi di Indonesia (rupiah)
,2024
Aceh,3460672
Sumatera Utara,2809915
Sumatera Barat,2811449
Riau,3294625
Jambi,3037121
Sumatera Selatan,3456874
Bengkulu,2507079
Lampung,2716497
Kepulauan Bangka Belitung,3640000
Kepulauan Riau,3402492
DKI Jakarta,5067381
Jawa Barat,2057495
Jawa Tengah,2036947
DI Yogyakarta,2125898
Jawa Timur,2165244
Banten,2727812
Bali,2813672
Nusa Tenggara Barat,2444067
Nusa Tenggara Timur,2186826
Kalimantan Barat,2702616
Kalimantan Tengah,3261616
Kalimantan Selatan,3282812
Kalimantan Timur,3360858
Kalimantan Utara,3361653
Sulawesi Utara,3545000
Sulawesi Tengah,2736698
Sulawesi Selatan,3434298
Sulawesi Tenggara,2885964
Gorontalo,3025100
Sulawesi Barat,2914958
Maluku,2949953
Maluku Utara,3200000
Papua Barat,3393000
Papua Barat Daya,4024270
Papua,4024270
Papua Selatan,4024270
Papua Tengah,4024270
Papua Pegunungan,4024270